text	tags_whitespace_sep
Ἰωάννης μὲν σημεῖον οὐδέν ἐποίησεν πάντα ὅσα εἶπεν Ἰωάννης περὶ τούτου δὲ ἀληθῆ ἦν 	speech_act #predicating grouped internal_orientation 
καὶ πολλοὶ ἐπίστευσαν εἰς αὐτὸν ἐκεῖ 	development_marker speech_act #predicating instantiator_construal $process circumstance circumstance complete internal_orientation 
Ἦν δέ τις ἀσθενῶν Λάζαρος ἀπὸ Βηθανίας ἐκ τῆς κώμης Μαρίας καὶ Μάρθας τῆς ἀδελφῆς αὐτῆς 	speech_act #predicating $process alertness instantiator_construal internal_orientation development_marker progressive 
ἦν δὲ Μαριὰμ ἡ ἀλείψασα τὸν κύριον μύρῳ καὶ ἐκμάξασα τοὺς πόδας αὐτοῦ ταῖς θριξὶν αὐτῆς 	speech_act #predicating $process complementary_property alertness instantiator_construal internal_orientation development_marker progressive 
ἧς ὁ ἀδελφὸς Λάζαρος ἠσθένει 	speech_act #predicating instantiator_construal $process alertness internal_orientation 
ἀπέστειλαν οὖν αἱ ἀδελφαὶ πρὸς αὐτὸν λέγουσαι Κύριε ἴδε ὃν φιλεῖς ἀσθενεῖ 	speech_act #predicating $process circumstance circumstance complete instantiator_construal internal_orientation development_marker advancing 
Κύριε ἴδε ὃν φιλεῖς ἀσθενεῖ 	speech_act augmented augmented #predicating instantiator_construal $process alertness 
ἀκούσας δὲ ὁ Ἰησοῦς εἶπεν Αὕτη ἡ ἀσθένεια οὐκ ἔστιν πρὸς θάνατον ἀλλ’ ὑπὲρ τῆς δόξης τοῦ θεοῦ ἵνα δοξασθῇ ὁ υἱὸς τοῦ θεοῦ δι’ αὐτῆς 	speech_act #predicating circumstance instantiator_construal $process objectifying complete internal_orientation development_marker progressive 
Αὕτη ἡ ἀσθένεια οὐκ ἔστιν πρὸς θάνατον ἀλλ’ ὑπὲρ τῆς δόξης τοῦ θεοῦ ἵνα δοξασθῇ ὁ υἱὸς τοῦ θεοῦ δι’ αὐτῆς 	speech_act #predicating grouped circumstance 
ἠγάπα δὲ ὁ Ἰησοῦς τὴν Μάρθαν καὶ τὴν ἀδελφὴν αὐτῆς καὶ τὸν Λάζαρον 	speech_act #predicating $process objectifying alertness instantiator_construal internal_orientation development_marker progressive 
ὡς ἤκουσεν ὅτι ἀσθενεῖ οὖν τότε μὲν ἔμεινεν ἐν ᾧ ἦν τόπῳ δύο ἡμέρας 	speech_act augmented #predicating circumstance affirmative $process circumstance circumstance complete internal_orientation development_marker advancing 
ἔπειτα μετὰ τοῦτο λέγει τοῖς μαθηταῖς Ἄγωμεν εἰς τὴν Ἰουδαίαν πάλιν 	speech_act #predicating circumstance circumstance $process objectifying extra_participant medial-final alertness 
Ἄγωμεν εἰς τὴν Ἰουδαίαν πάλιν 	speech_act #predicating $process circumstance circumstance alertness contemplative interactant 
λέγουσιν αὐτῷ οἱ μαθηταί Ῥαββί νῦν ἐζήτουν σε λιθάσαι οἱ Ἰουδαῖοι καὶ πάλιν ὑπάγεις ἐκεῖ 	speech_act #predicating $process objectifying extra_participant medial-final alertness instantiator_construal 
Ῥαββί νῦν ἐζήτουν σε λιθάσαι οἱ Ἰουδαῖοι καὶ πάλιν ὑπάγεις ἐκεῖ 	speech_act augmented #predicating grouped interrogative orientation_tbd 
ἀπεκρίθη Ἰησοῦς Οὐχὶ δώδεκα ὧραί εἰσιν τῆς ἡμέρας ἐάν τις περιπατῇ ἐν τῇ ἡμέρᾳ οὐ προσκόπτει ὅτι τὸ φῶς τοῦ κόσμου τούτου βλέπει ἐὰν τις περιπατῇ ἐν τῇ νυκτί προσκόπτει ὅτι τὸ φῶς οὐκ ἔστιν ἐν αὐτῷ δέ 	speech_act #predicating subjective_participation_type_tbd $process complete objectifying #externalization centrality_tbd instantiator_construal internal_orientation augmented 
ταῦτα εἶπεν καὶ μετὰ τοῦτο λέγει αὐτοῖς Λάζαρος ὁ φίλος ἡμῶν κεκοίμηται ἀλλὰ πορεύομαι ἵνα ἐξυπνίσω αὐτόν 	speech_act #predicating grouped orientation_tbd 
Λάζαρος ὁ φίλος ἡμῶν κεκοίμηται ἀλλὰ πορεύομαι ἵνα ἐξυπνίσω αὐτόν 	speech_act #predicating grouped 
εἶπαν οὖν οἱ μαθηταὶ αὐτῷ Κύριε εἰ κεκοίμηται σωθήσεται 	speech_act #predicating $process objectifying extra_participant medial-final complete instantiator_construal internal_orientation development_marker advancing 
Κύριε εἰ κεκοίμηται σωθήσεται 	speech_act augmented #predicating circumstance subjective_participation_type_tbd $process complete expected objectifying #externalization centrality_tbd 
εἰρήκει δὲ ὁ Ἰησοῦς περὶ τοῦ θανάτου αὐτοῦ 	speech_act #predicating $process circumstance alertness complete instantiator_construal internal_orientation development_marker progressive 
ἐκεῖνοι δὲ ἔδοξαν ὅτι περὶ τῆς κοιμήσεως τοῦ ὕπνου λέγει 	speech_act #predicating instantiator_construal $process objectifying complete internal_orientation development_marker progressive 
τότε οὖν εἶπεν αὐτοῖς ὁ Ἰησοῦς παρρησίᾳ Λάζαρος ἀπέθανεν καὶ χαίρω δι’ ὑμᾶς ἵνα πιστεύσητε ὅτι οὐκ ἤμην ἐκεῖ ἀλλὰ ἄγωμεν πρὸς αὐτόν 	speech_act #predicating circumstance $process objectifying extra_participant medial-final circumstance complete instantiator_construal internal_orientation development_marker advancing 
Λάζαρος ἀπέθανεν καὶ χαίρω δι’ ὑμᾶς ἵνα πιστεύσητε ὅτι οὐκ ἤμην ἐκεῖ 	speech_act #predicating grouped orientation_tbd 
ἀλλὰ ἄγωμεν πρὸς αὐτόν 	development_marker corrective speech_act #predicating $process circumstance alertness contemplative interactant 
εἶπεν οὖν Θωμᾶς ὁ λεγόμενος Δίδυμος τοῖς συμμαθηταῖς Ἄγωμεν καὶ ἡμεῖς ἵνα ἀποθάνωμεν μετ’ αὐτοῦ 	speech_act #predicating $process objectifying extra_participant medial-final complete instantiator_construal internal_orientation development_marker advancing 
Ἄγωμεν καὶ ἡμεῖς ἵνα ἀποθάνωμεν μετ’ αὐτοῦ 	speech_act #predicating $process objectifying alertness instantiator_construal contemplative interactant 
Ἐλθὼν οὖν ὁ Ἰησοῦς εὗρεν αὐτὸν τέσσαρας ἡμέρας ἤδη ἔχοντα ἐν τῷ μνημείῳ 	speech_act #predicating circumstance instantiator_construal $process objectifying complementary_property complete internal_orientation development_marker advancing 
ἦν δὲ ἡ Βηθανία ἐγγὺς τῶν Ἱεροσολύμων ὡς ἀπὸ σταδίων δεκαπέντε 	speech_act #predicating $process complementary_property circumstance alertness instantiator_construal internal_orientation development_marker progressive 
πολλοὶ ἐκ τῶν Ἰουδαίων δὲ ἐληλύθεισαν πρὸς τὴν Μάρθαν καὶ Μαριὰμ ἵνα παραμυθήσωνται αὐτὰς περὶ τοῦ ἀδελφοῦ 	speech_act #predicating instantiator_construal $process circumstance objectifying alertness complete internal_orientation development_marker progressive 
ἡ Μάρθα οὖν ὡς ἤκουσεν ὅτι Ἰησοῦς ἔρχεται ὑπήντησεν αὐτῷ 	speech_act #predicating instantiator_construal $process objectifying peripheral medial-final complete internal_orientation augmented development_marker advancing 
Μαρία δὲ ἐν τῷ οἴκῳ ἐκαθέζετο 	speech_act #predicating instantiator_construal circumstance affected $process alertness internal_orientation development_marker progressive 
εἶπεν οὖν ἡ Μάρθα πρὸς τὸν Ἰησοῦν Κύριε εἰ ἦς ὧδε οὐκ ἂν ἀπέθανεν ὁ ἀδελφός μου καὶ νῦν οἶδα ὅτι ὅσα ἂν αἰτήσῃ τὸν θεὸν δώσει σοι ὁ θεός 	speech_act #predicating $process circumstance objectifying complete instantiator_construal internal_orientation development_marker advancing 
Κύριε εἰ ἦς ὧδε οὐκ ἂν ἀπέθανεν ὁ ἀδελφός μου καὶ νῦν οἶδα ὅτι ὅσα ἂν αἰτήσῃ τὸν θεὸν δώσει σοι ὁ θεός 	speech_act augmented #predicating grouped orientation_tbd 
λέγει αὐτῇ ὁ Ἰησοῦς Ἀναστήσεται ὁ ἀδελφός σου 	speech_act #predicating $process objectifying extra_participant medial-final alertness instantiator_construal 
Ἀναστήσεται ὁ ἀδελφός σου 	speech_act #predicating affected $process alertness complete expected instantiator_construal 
λέγει αὐτῷ ἡ Μάρθα Οἶδα ὅτι ἀναστήσεται ἐν τῇ ἀναστάσει ἐν τῇ ἐσχάτῃ ἡμέρᾳ 	speech_act #predicating $process objectifying extra_participant medial-final alertness instantiator_construal 
Οἶδα ὅτι ἀναστήσεται ἐν τῇ ἀναστάσει ἐν τῇ ἐσχάτῃ ἡμέρᾳ 	speech_act #predicating $process objectifying alertness complete interactant 
εἶπεν αὐτῇ ὁ Ἰησοῦς Ἐγώ εἰμι ἡ ἀνάστασις καὶ ἡ ζωή ὁ πιστεύων εἰς ἐμὲ κἂν ἀποθάνῃ ζήσεται καὶ πᾶς ὁ ζῶν καὶ πιστεύων εἰς ἐμὲ οὐ μὴ ἀποθάνῃ εἰς τὸν αἰῶνα πιστεύεις τοῦτο 	speech_act #predicating $process objectifying extra_participant medial-final complete instantiator_construal internal_orientation 
Ἐγώ εἰμι ἡ ἀνάστασις καὶ ἡ ζωή 	speech_act #predicating instantiator_construal $process complementary_property alertness interactant 
ὁ πιστεύων εἰς ἐμὲ κἂν ἀποθάνῃ ζήσεται καὶ πᾶς ὁ ζῶν καὶ πιστεύων εἰς ἐμὲ οὐ μὴ ἀποθάνῃ εἰς τὸν αἰῶνα 	speech_act #predicating grouped contemplation_tbd orientation_tbd 
πιστεύεις τοῦτο 	speech_act #predicating $process objectifying alertness interrogative interactant speaker_excluded 
λέγει αὐτῷ Ναί κύριε ἐγὼ πεπίστευκα ὅτι σὺ εἶ ὁ χριστὸς ὁ υἱὸς τοῦ θεοῦ ὁ εἰς τὸν κόσμον ἐρχόμενος 	speech_act #predicating $process objectifying extra_participant medial-final alertness 
Ναί κύριε ἐγὼ πεπίστευκα ὅτι σὺ εἶ ὁ χριστὸς ὁ υἱὸς τοῦ θεοῦ ὁ εἰς τὸν κόσμον ἐρχόμενος 	speech_act augmented augmented #predicating instantiator_construal $process objectifying centrality_tbd alertness complete interactant 
Καὶ τοῦτο εἰποῦσα ἀπῆλθεν 	development_marker speech_act #predicating circumstance $process complete internal_orientation 
καὶ ἐφώνησεν Μαριὰμ τὴν ἀδελφὴν αὐτῆς λάθρᾳ εἰποῦσα Ὁ διδάσκαλος πάρεστιν καὶ φωνεῖ σε 	development_marker speech_act #predicating $process objectifying circumstance circumstance complete internal_orientation 
Ὁ διδάσκαλος πάρεστιν καὶ φωνεῖ σε 	speech_act #predicating grouped 
ἐκείνη δὲ ὡς ἤκουσεν ἠγέρθη ταχὺ 	speech_act #predicating instantiator_construal circumstance subjective_participation_type_tbd $process circumstance complete objectifying #externalization centrality_tbd internal_orientation development_marker progressive 
καὶ ἤρχετο πρὸς αὐτόν 	development_marker speech_act #predicating affected $process circumstance alertness internal_orientation 
οὔπω ἐληλύθει ὁ Ἰησοῦς εἰς τὴν κώμην δὲ ἀλλ’ ἦν ἔτι ἐν τῷ τόπῳ ὅπου ὑπήντησεν αὐτῷ ἡ Μάρθα 	speech_act #predicating grouped internal_orientation development_marker progressive 
οἱ Ἰουδαῖοι οἱ ὄντες μετ’ αὐτῆς ἐν τῇ οἰκίᾳ καὶ παραμυθούμενοι αὐτήν οὖν ἰδόντες τὴν Μαριὰμ ὅτι ταχέως ἀνέστη καὶ ἐξῆλθεν ἠκολούθησαν αὐτῇ δόξαντες ὅτι ὑπάγει εἰς τὸ μνημεῖον ἵνα κλαύσῃ ἐκεῖ 	speech_act #predicating instantiator_construal circumstance $process objectifying peripheral medial-final circumstance complete internal_orientation development_marker advancing 
ἡ Μαριὰμ οὖν ὡς ἦλθεν ὅπου ἦν Ἰησοῦς ἰδοῦσα αὐτὸν ἔπεσεν αὐτοῦ πρὸς τοὺς πόδας λέγουσα αὐτῷ Κύριε εἰ ἦς ὧδε οὐκ ἄν μου ὁ ἀδελφός ἀπέθανεν 	speech_act #predicating instantiator_construal circumstance circumstance $process circumstance circumstance complete internal_orientation development_marker advancing 
Κύριε εἰ ἦς ὧδε οὐκ ἄν μου ὁ ἀδελφός ἀπέθανεν 	speech_act augmented #predicating grouped circumstance internal_orientation 
Ἰησοῦς οὖν ὡς εἶδεν αὐτὴν κλαίουσαν καὶ τοὺς συνελθόντας αὐτῇ Ἰουδαίους κλαίοντας ἐνεβριμήσατο τῷ πνεύματι καὶ ἐτάραξεν ἑαυτόν καὶ εἶπεν Ποῦ τεθείκατε αὐτόν 	speech_act augmented #predicating grouped circumstance internal_orientation development_marker advancing 
Ποῦ τεθείκατε αὐτόν 	speech_act #predicating circumstance $process objectifying alertness complete interrogative differentiation_request interactant speaker_excluded 
λέγουσιν αὐτῷ Κύριε ἔρχου καὶ ἴδε 	speech_act #predicating $process objectifying extra_participant medial-final alertness 
Κύριε ἔρχου καὶ ἴδε 	speech_act augmented #predicating grouped directive 
ἐδάκρυσεν ὁ Ἰησοῦς 	speech_act #predicating $process complete instantiator_construal internal_orientation 
ἔλεγον οὖν οἱ Ἰουδαῖοι Ἴδε πῶς ἐφίλει αὐτόν 	speech_act #predicating $process objectifying alertness instantiator_construal internal_orientation development_marker advancing 
Ἴδε πῶς ἐφίλει αὐτόν 	speech_act augmented #predicating circumstance $process objectifying alertness internal_orientation 
τινὲς ἐξ αὐτῶν δὲ εἶπαν Οὐκ ἐδύνατο οὗτος ὁ ἀνοίξας τοὺς ὀφθαλμοὺς τοῦ τυφλοῦ ποιῆσαι ἵνα καὶ οὗτος μὴ ἀποθάνῃ 	speech_act #predicating instantiator_construal $process objectifying complete internal_orientation development_marker progressive 
Οὐκ ἐδύνατο οὗτος ὁ ἀνοίξας τοὺς ὀφθαλμοὺς τοῦ τυφλοῦ ποιῆσαι ἵνα καὶ οὗτος μὴ ἀποθάνῃ 	speech_act #predicating interrogative #confirmation_request factual internal_orientation affected $process objectifying alertness instantiator_construal 
Ἰησοῦς οὖν πάλιν ἐμβριμώμενος ἐν ἑαυτῷ ἔρχεται εἰς τὸ μνημεῖον 	speech_act #predicating instantiator_construal circumstance affected $process circumstance alertness development_marker advancing 
ἦν δὲ σπήλαιον 	speech_act #predicating $process complementary_property alertness internal_orientation development_marker progressive 
καὶ λίθος ἐπέκειτο ἐπ’ αὐτῷ 	development_marker speech_act #predicating instantiator_construal affected $process circumstance alertness internal_orientation 
λέγει ὁ Ἰησοῦς Ἄρατε τὸν λίθον 	speech_act #predicating $process objectifying alertness instantiator_construal 
Ἄρατε τὸν λίθον 	speech_act #predicating $process objectifying complete direction_tbd interactant_indication_tbd 
λέγει αὐτῷ ἡ ἀδελφὴ τοῦ τετελευτηκότος Μάρθα Κύριε ἤδη ὄζει τεταρταῖος γάρ ἐστιν 	speech_act #predicating $process objectifying extra_participant medial-final alertness instantiator_construal 
Κύριε ἤδη ὄζει 	speech_act augmented #predicating grouped 
τεταρταῖος γάρ ἐστιν 	speech_act #predicating complementary_property $process alertness development_marker supporting 
λέγει αὐτῇ ὁ Ἰησοῦς Οὐκ εἶπόν σοι ὅτι ἐὰν πιστεύσῃς ὄψῃ τὴν δόξαν τοῦ θεοῦ 	speech_act #predicating $process objectifying extra_participant medial-final alertness instantiator_construal 
Οὐκ εἶπόν σοι ὅτι ἐὰν πιστεύσῃς ὄψῃ τὴν δόξαν τοῦ θεοῦ 	speech_act #predicating interrogative #confirmation_request factual internal_orientation $process objectifying extra_participant medial-final complete interactant 
ἦραν οὖν τὸν λίθον 	speech_act #predicating $process objectifying complete internal_orientation development_marker advancing 
ὁ Ἰησοῦς δὲ ἦρεν τοὺς ὀφθαλμοὺς ἄνω 	speech_act #predicating instantiator_construal $process objectifying circumstance complete internal_orientation development_marker progressive 
καὶ εἶπεν Πάτερ εὐχαριστῶ σοι ὅτι ἤκουσάς μου ἐγὼ δὲ ᾔδειν ὅτι πάντοτέ μου ἀκούεις ἀλλὰ διὰ τὸν ὄχλον τὸν περιεστῶτα εἶπον ἵνα πιστεύσωσιν ὅτι σύ με ἀπέστειλας 	development_marker speech_act #predicating $process objectifying complete internal_orientation 
Πάτερ εὐχαριστῶ σοι ὅτι ἤκουσάς μου ἐγὼ δὲ ᾔδειν ὅτι πάντοτέ μου ἀκούεις ἀλλὰ διὰ τὸν ὄχλον τὸν περιεστῶτα εἶπον ἵνα πιστεύσωσιν ὅτι σύ με ἀπέστειλας 	speech_act augmented #predicating grouped orientation_tbd 
καὶ ταῦτα εἰπὼν φωνῇ μεγάλῃ ἐκραύγασεν Λάζαρε δεῦρο ἔξω 	development_marker speech_act #predicating circumstance circumstance $process objectifying complete internal_orientation 
Λάζαρε δεῦρο ἔξω 	speech_act augmented #predicating subjective_participation_type_tbd $process circumstance direction_tbd interactant_indication_tbd 
ἐξῆλθεν ὁ τεθνηκὼς δεδεμένος τοὺς πόδας καὶ τὰς χεῖρας κειρίαις καὶ ἡ ὄψις αὐτοῦ σουδαρίῳ περιεδέδετο 	speech_act #predicating grouped internal_orientation 
λέγει αὐτοῖς ὁ Ἰησοῦς Λύσατε αὐτὸν καὶ ἄφετε αὐτὸν ὑπάγειν 	speech_act #predicating $process objectifying extra_participant medial-final alertness instantiator_construal 
Λύσατε αὐτὸν καὶ ἄφετε αὐτὸν ὑπάγειν 	speech_act #predicating grouped directive 
Πολλοὶ ἐκ τῶν Ἰουδαίων οἱ ἐλθόντες πρὸς τὴν Μαριὰμ καὶ θεασάμενοι ἃ ἐποίησεν οὖν ἐπίστευσαν εἰς αὐτόν 	speech_act #predicating instantiator_construal $process circumstance complete internal_orientation development_marker advancing 
τινὲς ἐξ αὐτῶν δὲ ἀπῆλθον πρὸς τοὺς Φαρισαίους 	speech_act #predicating instantiator_construal $process circumstance complete internal_orientation development_marker progressive 
καὶ εἶπαν αὐτοῖς ἃ ἐποίησεν Ἰησοῦς 	development_marker speech_act #predicating $process objectifying extra_participant medial-final complete internal_orientation 
συνήγαγον οὖν οἱ ἀρχιερεῖς καὶ οἱ Φαρισαῖοι συνέδριον 	speech_act #predicating $process objectifying complete instantiator_construal internal_orientation development_marker advancing 
καὶ ἔλεγον Τί ποιοῦμεν ὅτι οὗτος ὁ ἄνθρωπος πολλὰ σημεῖα ποιεῖ ἐὰν ἀφῶμεν αὐτὸν οὕτως πάντες πιστεύσουσιν εἰς αὐτόν καὶ ἐλεύσονται οἱ Ῥωμαῖοι καὶ ἀροῦσιν ἡμῶν καὶ τὸν τόπον καὶ τὸ ἔθνος 	development_marker speech_act #predicating $process objectifying alertness internal_orientation 
Τί ποιοῦμεν ὅτι οὗτος ὁ ἄνθρωπος πολλὰ σημεῖα ποιεῖ 	speech_act #predicating objectifying $process alertness circumstance interrogative interactant 
ἐὰν ἀφῶμεν αὐτὸν οὕτως πάντες πιστεύσουσιν εἰς αὐτόν καὶ ἐλεύσονται οἱ Ῥωμαῖοι καὶ ἀροῦσιν ἡμῶν καὶ τὸν τόπον καὶ τὸ ἔθνος 	speech_act #predicating grouped circumstance 
εἷς τις ἐξ αὐτῶν Καϊάφας δέ ἀρχιερεὺς ὢν τοῦ ἐνιαυτοῦ ἐκείνου εἶπεν αὐτοῖς Ὑμεῖς οὐκ οἴδατε οὐδέν οὐδὲ λογίζεσθε ὅτι συμφέρει ὑμῖν ἵνα εἷς ἄνθρωπος ἀποθάνῃ ὑπὲρ τοῦ λαοῦ καὶ μὴ ὅλον τὸ ἔθνος ἀπόληται 	speech_act #predicating instantiator_construal circumstance $process objectifying extra_participant medial-final complete internal_orientation development_marker progressive 
Ὑμεῖς οὐκ οἴδατε οὐδέν οὐδὲ λογίζεσθε ὅτι συμφέρει ὑμῖν ἵνα εἷς ἄνθρωπος ἀποθάνῃ ὑπὲρ τοῦ λαοῦ καὶ μὴ ὅλον τὸ ἔθνος ἀπόληται 	speech_act #predicating grouped 
τοῦτο οὐκ εἶπεν δὲ ἀφ’ ἑαυτοῦ 	speech_act #predicating grouped circumstance internal_orientation development_marker progressive 
ἀλλὰ ἀρχιερεὺς ὢν τοῦ ἐνιαυτοῦ ἐκείνου ἐπροφήτευσεν ὅτι ἔμελλεν Ἰησοῦς ἀποθνῄσκειν ὑπὲρ τοῦ ἔθνους καὶ οὐχ ὑπὲρ τοῦ ἔθνους μόνον ἀλλ’ ἵνα καὶ τὰ τέκνα τοῦ θεοῦ τὰ διεσκορπισμένα συναγάγῃ εἰς ἕν 	development_marker corrective speech_act #predicating circumstance $process objectifying complete internal_orientation 
ἀπ’ ἐκείνης τῆς ἡμέρας οὖν ἐβουλεύσαντο ἵνα ἀποκτείνωσιν αὐτόν 	speech_act #predicating circumstance affected $process objectifying complete internal_orientation development_marker advancing 
Ὁ Ἰησοῦς οὖν οὐκέτι παρρησίᾳ περιεπάτει ἐν τοῖς Ἰουδαίοις 	speech_act #predicating instantiator_construal circumstance circumstance $process circumstance alertness internal_orientation development_marker advancing 
ἀλλὰ ἀπῆλθεν ἐκεῖθεν εἰς τὴν χώραν ἐγγὺς τῆς ἐρήμου εἰς Ἐφραὶμ λεγομένην πόλιν 	development_marker corrective speech_act #predicating $process circumstance circumstance circumstance complete internal_orientation 
κἀκεῖ ἔμεινεν μετὰ τῶν μαθητῶν 	speech_act #predicating circumstance $process circumstance complete internal_orientation 
Ἦν δὲ ἐγγὺς τὸ πάσχα τῶν Ἰουδαίων 	speech_act #predicating $process complementary_property alertness instantiator_construal internal_orientation development_marker progressive 
καὶ ἀνέβησαν πολλοὶ εἰς Ἱεροσόλυμα ἐκ τῆς χώρας πρὸ τοῦ πάσχα ἵνα ἁγνίσωσιν ἑαυτούς 	development_marker speech_act #predicating $process circumstance circumstance circumstance complete instantiator_construal circumstance internal_orientation 
ἐζήτουν οὖν τὸν Ἰησοῦν 	speech_act #predicating $process objectifying alertness internal_orientation development_marker advancing 
καὶ ἔλεγον μετ’ ἀλλήλων ἐν τῷ ἱερῷ ἑστηκότες Τί δοκεῖ ὑμῖν ὅτι οὐ μὴ ἔλθῃ εἰς τὴν ἑορτήν 	development_marker speech_act #predicating $process circumstance circumstance objectifying alertness internal_orientation 
Τί δοκεῖ ὑμῖν ὅτι οὐ μὴ ἔλθῃ εἰς τὴν ἑορτήν 	speech_act #predicating instantiator_construal $process circumstance objectifying alertness interrogative differentiation_request 
δεδώκεισαν δὲ οἱ ἀρχιερεῖς καὶ οἱ Φαρισαῖοι ἐντολὰς ἵνα ἐάν τις γνῷ ποῦ ἐστιν μηνύσῃ ὅπως πιάσωσιν αὐτόν 	speech_act #predicating $process objectifying alertness complete instantiator_construal internal_orientation development_marker progressive 
Ὁ Ἰησοῦς οὖν πρὸ ἓξ ἡμερῶν τοῦ πάσχα ἦλθεν εἰς Βηθανίαν ὅπου ἦν Λάζαρος ὃν ἤγειρεν ἐκ νεκρῶν Ἰησοῦς 	speech_act #predicating instantiator_construal circumstance $process circumstance complete internal_orientation development_marker advancing 
ἐποίησαν αὐτῷ δεῖπνον ἐκεῖ οὖν καὶ ἡ Μάρθα διηκόνει 	speech_act #predicating grouped internal_orientation development_marker advancing 
ὁ Λάζαρος δὲ εἷς ἐκ τῶν ἀνακειμένων σὺν αὐτῷ ἦν 	speech_act #predicating instantiator_construal complementary_property $process alertness internal_orientation development_marker progressive 
ἡ Μαριὰμ οὖν λαβοῦσα λίτραν μύρου νάρδου πιστικῆς πολυτίμου ἤλειψεν τοὺς πόδας τοῦ Ἰησοῦ 	speech_act #predicating instantiator_construal circumstance $process objectifying complete internal_orientation development_marker advancing 
καὶ ἐξέμαξεν ταῖς θριξὶν αὐτῆς τοὺς πόδας αὐτοῦ 	development_marker speech_act #predicating $process circumstance objectifying complete internal_orientation 
ἡ οἰκία δὲ ἐπληρώθη ἐκ τῆς ὀσμῆς τοῦ μύρου 	speech_act #predicating instantiator_construal subjective_participation_type_tbd $process circumstance complete objectifying #externalization centrality_tbd internal_orientation development_marker progressive 
λέγει δὲ Ἰούδας ὁ Ἰσκαριώτης εἷς τῶν μαθητῶν αὐτοῦ ὁ μέλλων αὐτὸν παραδιδόναι Διὰ τί τοῦτο τὸ μύρον οὐκ ἐπράθη τριακοσίων δηναρίων καὶ ἐδόθη πτωχοῖς 	speech_act #predicating $process objectifying alertness instantiator_construal development_marker progressive 
Διὰ τί τοῦτο τὸ μύρον οὐκ ἐπράθη τριακοσίων δηναρίων καὶ ἐδόθη πτωχοῖς 	speech_act #predicating grouped interrogative internal_orientation 
εἶπεν τοῦτο δὲ οὐχ ὅτι περὶ τῶν πτωχῶν ἔμελεν αὐτῷ ἀλλ’ ὅτι κλέπτης ἦν 	speech_act #predicating grouped internal_orientation development_marker progressive 
καὶ τὸ γλωσσόκομον ἔχων τὰ βαλλόμενα ἐβάσταζεν 	development_marker speech_act #predicating circumstance objectifying $process alertness internal_orientation 
εἶπεν οὖν ὁ Ἰησοῦς Ἄφες αὐτήν ἵνα εἰς τὴν ἡμέραν τοῦ ἐνταφιασμοῦ μου τηρήσῃ αὐτό τοὺς πτωχοὺς γὰρ πάντοτε ἔχετε μεθ’ ἑαυτῶν ἐμὲ οὐ πάντοτε ἔχετε δὲ 	speech_act #predicating $process objectifying complete instantiator_construal internal_orientation development_marker advancing 
Ἄφες αὐτήν ἵνα εἰς τὴν ἡμέραν τοῦ ἐνταφιασμοῦ μου τηρήσῃ αὐτό 	speech_act #predicating $process objectifying complete circumstance direction_tbd interactant_indication_tbd 
τοὺς πτωχοὺς γὰρ πάντοτε ἔχετε μεθ’ ἑαυτῶν 	speech_act #predicating objectifying circumstance $process circumstance alertness interactant speaker_excluded development_marker supporting 
ἐμὲ οὐ πάντοτε ἔχετε δὲ 	speech_act #predicating grouped interactant speaker_excluded development_marker progressive 
Ἔγνω οὖν ὄχλος πολὺς ἐκ τῶν Ἰουδαίων ὅτι ἐκεῖ ἐστιν 	speech_act #predicating $process objectifying centrality_tbd complete instantiator_construal internal_orientation development_marker advancing 
καὶ ἦλθον οὐ διὰ τὸν Ἰησοῦν μόνον 	development_marker speech_act #predicating $process circumstance complete internal_orientation 
ἀλλ’ ἵνα καὶ τὸν Λάζαρον ὃν ἤγειρεν ἐκ νεκρῶν ἴδωσιν 	development_marker corrective speech_act introducing #proposition proposition_marker $complementizer grouped 
ἐβουλεύσαντο δὲ οἱ ἀρχιερεῖς ἵνα καὶ τὸν Λάζαρον ἀποκτείνωσιν ὅτι πολλοὶ τῶν Ἰουδαίων δι’ αὐτὸν ὑπῆγον καὶ ἐπίστευον εἰς τὸν Ἰησοῦν 	speech_act #predicating affected $process objectifying complete instantiator_construal circumstance internal_orientation development_marker progressive 
Τῇ ἐπαύριον ὁ ὄχλος πολὺς ὁ ἐλθὼν εἰς τὴν ἑορτήν ἀκούσαντες ὅτι ἔρχεται ⸁ὁ Ἰησοῦς εἰς Ἱεροσόλυμα ἔλαβον τὰ βαΐα τῶν φοινίκων καὶ ἐξῆλθον εἰς ὑπάντησιν αὐτῷ καὶ ἐκραύγαζον Ὡσαννά εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου καὶ ὁ βασιλεὺς τοῦ Ἰσραήλ 	speech_act #predicating grouped internal_orientation 
Ὡσαννά εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου καὶ ὁ βασιλεὺς τοῦ Ἰσραήλ 	speech_act augmented #predicating synchronic differentiated described #participation subjective_participation_type_tbd $process alertness complete objectifying #externalization centrality_tbd instantiator_construal contemplation_tbd 
